City,Region,Country,AirQuality,WaterPollution
Galveston,Texas,UnitedStatesofAmerica,85.71428571,50
Erzincan,ErzincanProvince,Turkey,29.16666667,50
Sandakan,Sabah,Malaysia,75,50
KotaKinabalu,Sabah,Malaysia,47.91666667,45.45454545
Abingdon,Virginia,UnitedStatesofAmerica,100,50
Camden,NewJersey,UnitedStatesofAmerica,87.5,50
Hoboken,NewJersey,UnitedStatesofAmerica,56.25,62.5
ChonBuri,ChonBuri,Thailand,60.71428571,50
Livermore,California,UnitedStatesofAmerica,75,54.16666667
Zabok,Krapina-ZagorjeCounty,Croatia,25,100
Zabol,SistanandBaluchestanProvince,Iran,14.28571429,66.66666667
Brossard,Quebec,Canada,100,50
Saguenay,Quebec,Canada,96.875,18.75
Zacatecas,Zacatecas,Mexico,82.14285714,37.5
Longueuil,Quebec,Canada,100,37.5
Sherbrooke,Quebec,Canada,90.78947368,31.66666667
Boisbriand,Quebec,Canada,75,25
AtlanticCity,NewJersey,UnitedStatesofAmerica,91.66666667,37.5
Richmond,Quebec,Canada,80,50
GoldCoast,Queensland,Australia,82.63888889,32.60869565
Brest,BrestRegion,Belarus,31.25,55
Tainan,,Taiwan,31.25,68.75
Chateauguay,Quebec,Canada,100,0
Victoriaville,Quebec,Canada,91.66666667,50
Mascouche,Quebec,Canada,100,50
Rouyn-Noranda,Quebec,Canada,91.66666667,12.5
Laval,Quebec,Canada,91.07142857,41.66666667
Gatineau,Quebec,Canada,88.63636364,42.85714286
Granby,Quebec,Canada,100,75
Drummondville,Quebec,Canada,100,0
Montmagny,Quebec,Canada,100,50
Salaberry-de-Valleyfield,Quebec,Canada,85,50
Senneterre,Quebec,Canada,100,50
Sainte-Adele,Quebec,Canada,90,100
Allentown,Pennsylvania,UnitedStatesofAmerica,60.71428571,75
GrantsPass,Oregon,UnitedStatesofAmerica,62.5,75
Kansk,KrasnoyarskKrai,Russia,0,75
Hengyang,Hunan,People'sRepublicofChina,0,50
Zakopane,LesserPolandVoivodeship,Poland,33.33333333,50
Zakynthos,,Greece,100,25
Ruma,,Serbia,25,75
BanskaBystrica,BanskaBystricaRegion,Slovakia,62.5,25
Trencin,TrencinRegion,Slovakia,78.57142857,41.66666667
Zalau,SalajCounty,Romania,100,75
Zamosc,LublinVoivodeship,Poland,50,50
Decin,,CzechRepublic,62.5,50
Veszprem,VeszpremCounty,Hungary,96.42857143,8.333333333
Teplice,,CzechRepublic,75,0
Liberec,,CzechRepublic,90.625,12.5
Chomutov,,CzechRepublic,75,50
Most,,CzechRepublic,62.5,50
Zanjan,ZanjanProvince,Iran,52.77777778,58.33333333
Zanesville,Ohio,UnitedStatesofAmerica,50,85
Manisa,ManisaProvince,Turkey,16.66666667,50
Zaozhuang,Shandong,People'sRepublicofChina,0,50
Stip,StipMunicipality,NorthMacedonia,50,40
Zapopan,Jalisco,Mexico,58.92857143,42.85714286
JablonecnadNisou,,CzechRepublic,75,0
Zgorzelec,LowerSilesianVoivodeship,Poland,62.5,50
JeleniaGora,LowerSilesianVoivodeship,Poland,50,50
Zaria,KadunaState,Nigeria,0,100
Zawiercie,SilesianVoivodeship,Poland,25,50
Zary,LubuszVoivodeship,Poland,62.5,50
Yueyang,Hunan,People'sRepublicofChina,0,50
KiryatBialik,HaifaDistrict,Israel,29.16666667,37.5
Givatayim,TelAvivDistrict,Israel,25,50
Karmiel,NorthernDistrict,Israel,53.57142857,0
BeitShemesh,JerusalemDistrict,Israel,37.5,66.66666667
Afula,NorthernDistrict,Israel,41.66666667,37.5
Arad,SouthernDistrict,Israel,41.66666667,37.5
Herzliya,TelAvivDistrict,Israel,80,15
KiryatAta,HaifaDistrict,Israel,25,50
StHelens,England,UnitedKingdom,62.5,25
Brookhaven,Georgia,UnitedStatesofAmerica,50,75
Mogilev,MahiliouRegion,Belarus,53.125,50
Korolyov,MoscowOblast,Russia,25,87.5
Kladno,,CzechRepublic,75,75
Opava,,CzechRepublic,62.5,50
Nakhodka,PrimorskyKrai,Russia,25,75
Uzhhorod,ZakarpattiaOblast,Ukraine,54.16666667,50
Zhytomyr,ZhytomyrOblast,Ukraine,43.75,56.25
Khmelnytskyi,KhmelnytskyiOblast,Ukraine,91.66666667,0
Kremenchuk,PoltavaOblast,Ukraine,0,100
Ivano-Frankivsk,Ivano-FrankivskOblast,Ukraine,28.57142857,45
Kherson,KhersonOblast,Ukraine,54.54545455,54.54545455
Rivne,RivneOblast,Ukraine,75,50
Ternopil,TernopilOblast,Ukraine,85.71428571,57.14285714
Poltava,PoltavaOblast,Ukraine,70,35
Sumy,SumyOblast,Ukraine,46.42857143,53.57142857
Joinville,SantaCatarina,Brazil,77.94117647,58.82352941
Struga,StrugaMunicipality,NorthMacedonia,35,70
UstinadLabem,,CzechRepublic,62.5,87.5
Tetovo,TetovoMunicipality,NorthMacedonia,10.90909091,65.77669903
Prilep,PrilepMunicipality,NorthMacedonia,58.33333333,37.5
Veles,VelesMunicipality,NorthMacedonia,25,50
Chernihiv,ChernihivOblast,Ukraine,58.33333333,75
Cherkasy,CherkasyOblast,Ukraine,30.55555556,53.125
Gostivar,GostivarMunicipality,NorthMacedonia,66.66666667,83.33333333
Gevgelija,GevgelijaMunicipality,NorthMacedonia,100,33.33333333
Vinnytsia,VinnytsiaOblast,Ukraine,62.5,71.42857143
Bitola,BitolaMunicipality,NorthMacedonia,35.625,44.44444444
Horlivka,DonetskOblast,Ukraine,0,100
King'sLynn,England,UnitedKingdom,0,100
Chernivtsi,ChernivtsiOblast,Ukraine,81.25,26.25
PiotrkowTrybunalski,LodzVoivodeship,Poland,35,25
Kicevo,KicevoMunicipality,NorthMacedonia,25,37.5
Gwalior,MadhyaPradesh,India,25,72.97297297
Pabianice,LodzVoivodeship,Poland,29.16666667,50
Bushehr,BushehrProvince,Iran,0,100
SantaCruz,California,UnitedStatesofAmerica,88.23529412,34.61538462
SantaClara,California,UnitedStatesofAmerica,75,35
Arequipa,Arequipa,Peru,18.33333333,88.33333333
SantaBarbara,California,UnitedStatesofAmerica,83.82352941,56.25
Faro,,Portugal,79.16666667,25
Vlore,VloreCounty,Albania,66.66666667,75
Batman,BatmanProvince,Turkey,0,50
Ruse,RuseProvince,Bulgaria,21.42857143,50
Samsun,SamsunProvince,Turkey,31.81818182,50
Inverness,Scotland,UnitedKingdom,84.375,56.25
Heraklion,,Greece,86.76470588,50
Salisbury,England,UnitedKingdom,64.28571429,42.85714286
Valdivia,LosRiosRegion,Chile,0,50
Fukushima,FukushimaPrefecture,Japan,33.33333333,66.66666667
Reading,England,UnitedKingdom,72.82608696,30.55555556
Czeladz,SilesianVoivodeship,Poland,50,25
Konotop,SumyOblast,Ukraine,75,25
Kuopio,,Finland,95.83333333,37.5
Allahabad,UttarPradesh,India,13.7195122,75
Oskemen,EastKazakhstanRegion,Kazakhstan,10.71428571,60.71428571
Cartagena,RegionofMurcia,Spain,65.625,25
PortAntonio,SurreyCounty,Jamaica,75,100
Dezhou,Shandong,People'sRepublicofChina,0,50
Akron,Ohio,UnitedStatesofAmerica,65,83.33333333
Ramenskoye,,Russia,25,50
WestPalmBeach,Florida,UnitedStatesofAmerica,72.5,66.66666667
Thrissur,Kerala,India,47.82608696,75
Kopavogur,,Iceland,100,50
Coslada,CommunityofMadrid,Spain,70.83333333,50
Kawasaki,KanagawaPrefecture,Japan,70,25
Chambery,,France,87.5,50
Merida,Yucatan,Mexico,71.09375,50
Teresina,Piaui,Brazil,75,75
Pleven,PlevenProvince,Bulgaria,17.85714286,100
Stornoway,Scotland,UnitedKingdom,100,0
FortLauderdale,Florida,UnitedStatesofAmerica,81.57894737,42.10526316
Malatya,MalatyaProvince,Turkey,0,50
UpperHutt,WellingtonRegion,NewZealand,100,50
Billings,Montana,UnitedStatesofAmerica,75,40
WestLafayette,Indiana,UnitedStatesofAmerica,75,75
CrescentCity,California,UnitedStatesofAmerica,100,0
Eger,HevesCounty,Hungary,100,50
Kalamazoo,Michigan,UnitedStatesofAmerica,88.63636364,53.57142857
Kragujevac,SumadijaDistrict,Serbia,50,43.75
JoaoPessoa,Paraiba,Brazil,86.11111111,43.75
Liepaja,,Latvia,90.38461538,5.555555556
Yavne,CentralDistrict,Israel,25,50
Thiruvananthapuram,,India,52.71084337,53.28947368
Cakovec,MedimurjeCounty,Croatia,100,37.5
Kalamata,PeloponneseRegion,Greece,50,40
Craiova,DoljCounty,Romania,53.84615385,36.11111111
Adiyaman,AdiyamanProvince,Turkey,0,50
Vitoria,EspiritoSanto,Brazil,34.61538462,55
Sopron,Gyor-Moson-SopronCounty,Hungary,100,0
Dobrich,DobrichProvince,Bulgaria,37.5,100
Sari,MazandaranProvince,Iran,29.16666667,50
Eskisehir,,Turkey,64.58333333,36.11111111
CampoGrande,MatoGrossodoSul,Brazil,92.5,57.14285714
Tripoli,NorthGovernorate,Lebanon,27.77777778,81.25
Moa,HolguinProvince,Cuba,0,75
Nara,NaraPrefecture,Japan,100,50
Doboj,RepublikaSrpska,BosniaandHerzegovina,87.5,75
SanMateo,California,UnitedStatesofAmerica,80,20
YubaCity,California,UnitedStatesofAmerica,100,50
Srinagar,JammuandKashmir,India,77.5862069,51.92307692
Jinan,Shandong,People'sRepublicofChina,15.27777778,46.42857143
Chester,England,UnitedKingdom,81.25,20
Subotica,,Serbia,50,50
Abbottabad,KhyberPakhtunkhwa,Pakistan,62.5,80.35714286
Qingdao,Shandong,People'sRepublicofChina,50.73529412,62.93103448
Blackpool,England,UnitedKingdom,70,45.83333333
StaraZagora,StaraZagoraProvince,Bulgaria,61.11111111,5
Passaic,NewJersey,UnitedStatesofAmerica,50,75
Agartala,Tripura,India,63.63636364,58.33333333
Aydin,AydinProvince,Turkey,14.28571429,50
Bournemouth,,UnitedKingdom,64.70588235,31.25
Gloucester,England,UnitedKingdom,50,50
Taganrog,RostovOblast,Russia,58.33333333,58.33333333
Agadir,Souss-Massa,Morocco,64.58333333,18.18181818
Amasya,AmasyaProvince,Turkey,12.5,50
Qom,QomProvince,Iran,20,33.33333333
Chiba,ChibaPrefecture,Japan,100,100
Keflavik,,Iceland,87.5,0
Cuiaba,MatoGrosso,Brazil,25,37.5
Guimaraes,Braga,Portugal,93.75,43.75
Pattaya,ChonBuri,Thailand,19.40789474,78.66666667
Denizli,DenizliProvince,Turkey,29.54545455,40
Zlin,,CzechRepublic,75,37.5
Isparta,IspartaProvince,Turkey,12.5,37.5
Kotor,KotorMunicipality,Montenegro,75,25
Dornbirn,Vorarlberg,Austria,100,0
Nyiregyhaza,Szabolcs-Szatmar-BeregCounty,Hungary,50,50
Eugene,Oregon,UnitedStatesofAmerica,75,36.25
Esztergom,Komarom-EsztergomCounty,Hungary,75,50
Kecskemet,Bacs-KiskunCounty,Hungary,75,50
Campinas,SaoPaulo,Brazil,61.02941176,48.33333333
Maracaibo,Zulia,Venezuela,20,95
Ashdod,SouthernDistrict,Israel,25,41.66666667
Kerman,KermanProvince,Iran,48.07692308,14.28571429
Bhubaneswar,Odisha,India,55.76923077,50.71428571
Alanya,AntalyaProvince,Turkey,91.66666667,37.5
Middlesbrough,England,UnitedKingdom,87.5,20.83333333
Larnaca,LarnacaDistrict,Cyprus,52.63157895,50
Nanchang,Jiangxi,People'sRepublicofChina,19.44444444,70
Winchester,England,UnitedKingdom,75,0
Bodrum,MuglaProvince,Turkey,80,25
Peterborough,England,UnitedKingdom,85,15
PortoVelho,Rondonia,Brazil,50,50
Blagoevgrad,BlagoevgradProvince,Bulgaria,47.5,25
Kirkuk,,Iraq,25,62.5
Cetinje,OldRoyalCapitalCetinje,Montenegro,100,0
VelikoTarnovo,VelikoTarnovoProvince,Bulgaria,62.5,31.25
Arad,AradCounty,Romania,66.25,35
Setubal,Setubal,Portugal,61.11111111,60
Polomolok,,Philippines,100,50
Faisalabad,Punjab,Pakistan,25,76.92307692
Elazig,ElazigProvince,Turkey,25,50
Changsha,Hunan,People'sRepublicofChina,35.52631579,46.42857143
Wilmington,Delaware,UnitedStatesofAmerica,66.66666667,87.5
Budva,BudvaMunicipality,Montenegro,95.83333333,41.66666667
Ranchi,Jharkhand,India,52.77777778,65.97222222
Odiongan,,Philippines,100,75
AlbaIulia,AlbaCounty,Romania,62.5,50
Tuzla,FederationofBosniaandHerzegovina,BosniaandHerzegovina,10.9375,50
Shizuoka,ShizuokaPrefecture,Japan,70,0
VillaAlemana,ValparaisoRegion,Chile,37.5,50
Tartus,TartusGovernorate,Syria,0,100
Novomoskovsk,,Russia,50,50
Adapazari,,Turkey,100,75
Novocheboksarsk,ChuvashRepublic,Russia,25,25
Obninsk,KalugaOblast,Russia,100,50
Odintsovo,MoscowOblast,Russia,50,25
Jableh,LatakiaGovernorate,Syria,0,100
Horsham,England,UnitedKingdom,50,0
Toamasina,,Madagascar,25,50
Poughkeepsie,NewYork,UnitedStatesofAmerica,91.66666667,12.5
Rasht,GilanProvince,Iran,44.44444444,45
Jurmala,,Latvia,87.5,37.5
Sliven,SlivenProvince,Bulgaria,53.57142857,8.333333333
Larissa,,Greece,50,29.16666667
Wels,UpperAustria,Austria,75,0
Meknes,Fes-Meknes,Morocco,39.28571429,12.5
Niteroi,RiodeJaneiro,Brazil,57.8125,52.27272727
Puyallup,Washington,UnitedStatesofAmerica,75,25
Nanning,Guangxi,People'sRepublicofChina,30.35714286,75
Niigata,NiigataPrefecture,Japan,75,0
Durham,England,UnitedKingdom,95.83333333,12.5
Evora,Evora,Portugal,93.75,35.41666667
Lincoln,England,UnitedKingdom,91.66666667,25
Kermanshah,KermanshahProvince,Iran,10.71428571,41.66666667
Ife,OsunState,Nigeria,0,50
HradecKralove,,CzechRepublic,75,29.16666667
Kozani,WestMacedoniaRegion,Greece,50,100
RanchoPalosVerdes,California,UnitedStatesofAmerica,87.5,25
Pori,,Finland,100,0
Foca,RepublikaSrpska,BosniaandHerzegovina,37.5,50
Rezekne,,Latvia,75,25
Truro,England,UnitedKingdom,100,0
Paphos,PaphosDistrict,Cyprus,67.85714286,25
Omdurman,Khartoum,Sudan,25,62.5
BoaVista,Roraima,Brazil,91.66666667,58.33333333
Szolnok,Jasz-Nagykun-SzolnokCounty,Hungary,75,16.66666667
Wavre,Wallonia,Belgium,75,100
Kaohsiung,,Taiwan,20.45454545,71.66666667
Qazvin,QazvinProvince,Iran,29.16666667,25
Shumen,ShumenProvince,Bulgaria,28.57142857,75
Lappeenranta,,Finland,100,0
Augusta,Georgia,UnitedStatesofAmerica,71.875,33.33333333
Naha,OkinawaPrefecture,Japan,100,0
Tekirdag,TekirdagProvince,Turkey,15,75
Aksaray,AksarayProvince,Turkey,0,50
Rustenburg,NorthWest,SouthAfrica,25,75
Kumasi,AshantiRegion,Ghana,55,66.66666667
Tobruk,ButnanDistrict,Libya,0,75
Chania,,Greece,85.29411765,27.94117647
Yazd,YazdProvince,Iran,5,25
Silistra,SilistraProvince,Bulgaria,100,50
Tourcoing,,France,62.5,50
Rustavi,KvemoKartli,Georgia,33.33333333,62.5
Kunming,Yunnan,People'sRepublicofChina,58.92857143,72.5
Stirling,Scotland,UnitedKingdom,87.5,50
Feldkirch,Vorarlberg,Austria,83.33333333,0
Jihlava,,CzechRepublic,87.5,50
Cochabamba,CochabambaDepartment,Bolivia,26.38888889,68.75
Ioannina,EpirusRegion,Greece,87.5,41.66666667
Ibadan,OyoState,Nigeria,37.5,93.75
Safi,Marrakesh-Safi,Morocco,32.8125,65
Waterford,,Ireland,87.5,25
Lanzhou,Gansu,People'sRepublicofChina,28.125,50
Tokat,TokatProvince,Turkey,25,75
Zenica,FederationofBosniaandHerzegovina,BosniaandHerzegovina,30.55555556,40.625
Preston,England,UnitedKingdom,84.375,18.75
Colchester,England,UnitedKingdom,75,25
VinadelMar,ValparaisoRegion,Chile,62.5,30
SaoBernardodoCampo,SaoPaulo,Brazil,28.125,66.66666667
Guarulhos,SaoPaulo,Brazil,67.85714286,21.875
Ordu,OrduProvince,Turkey,43.75,25
Bolton,England,UnitedKingdom,75,37.5
GrandRapids,Michigan,UnitedStatesofAmerica,69.23076923,44.44444444
Ipswich,England,UnitedKingdom,70.83333333,28.57142857
Siirt,SiirtProvince,Turkey,0,50
Tlemcen,TlemcenProvince,Algeria,68.75,37.5
Tetouan,Tanger-Tetouan-AlHoceima,Morocco,68.75,43.75
Grapevine,Texas,UnitedStatesofAmerica,0,100
BaiaMare,MaramureșCounty,Romania,60.86956522,44.73684211
Pernik,PernikProvince,Bulgaria,25,0
SatuMare,SatuMareCounty,Romania,64.28571429,83.33333333
Bundaberg,Queensland,Australia,58.33333333,32.14285714
Multan,Punjab,Pakistan,28.26086957,65
Quetta,,Pakistan,22.5,83.82352941
Mandalay,MandalayRegion,Myanmar,19.64285714,53.84615385
Knoxville,Tennessee,UnitedStatesofAmerica,56.94444444,51.78571429
Pietermaritzburg,KwaZulu-Natal,SouthAfrica,29.6875,79.6875
Belvidere,Illinois,UnitedStatesofAmerica,75,25
Limassol,LimassolDistrict,Cyprus,56.25,31.48148148
Hefei,Anhui,People'sRepublicofChina,25,75
Gangtok,Sikkim,India,90.625,46.875
Joensuu,,Finland,100,0
Haskovo,HaskovoProvince,Bulgaria,25,25
Embu,EasternProvince,Kenya,87.5,25
Yambol,YambolProvince,Bulgaria,55,37.5
Pazardzhik,PazardzhikProvince,Bulgaria,25,50
Chattanooga,Tennessee,UnitedStatesofAmerica,79.41176471,61.53846154
Hurghada,RedSeaGovernorate,Egypt,66.66666667,75
Constantine,ConstantineProvince,Algeria,41.66666667,56.25
Kavala,,Greece,83.33333333,0
Spokane,Washington,UnitedStatesofAmerica,77.88461538,25
Dunaujvaros,,Hungary,60,50
Tatabanya,Komarom-EsztergomCounty,Hungary,62.5,50
Mostoles,CommunityofMadrid,Spain,87.5,50
Wollongong,NewSouthWales,Australia,76.13636364,30.26315789
Sunderland,England,UnitedKingdom,87.5,62.5
Blackburn,England,UnitedKingdom,0,75
Braila,BrailaCounty,Romania,41.66666667,81.25
Blantyre,SouthernRegion,Malawi,100,0
Rhodes,,Greece,92.85714286,21.42857143
Kitakyushu,FukuokaPrefecture,Japan,83.33333333,75
RibeiraoPreto,SaoPaulo,Brazil,47.72727273,61.11111111
Kutahya,KutahyaProvince,Turkey,0,50
NovaIguacu,RiodeJaneiro,Brazil,45,100
Sorocaba,SaoPaulo,Brazil,53.57142857,41.66666667
Petropolis,RiodeJaneiro,Brazil,100,75
Mytilene,NorthAegeanRegion,Greece,100,37.5
Cairns,Queensland,Australia,77.27272727,37.39516129
Usak,UsakProvince,Turkey,8.333333333,66.66666667
Hermosillo,Sonora,Mexico,65.27777778,51.38888889
Utena,,Lithuania,87.5,50
Amadora,Lisbon,Portugal,75,75
Kyustendil,KyustendilProvince,Bulgaria,62.5,50
Lovech,LovechProvince,Bulgaria,37.5,50
Damietta,DamiettaGovernorate,Egypt,0,100
Vratsa,VratsaProvince,Bulgaria,35.71428571,75
Bizerte,BizerteGovernorate,Tunisia,18.75,43.75
Missoula,Montana,UnitedStatesofAmerica,79.6875,22.91666667
Guilin,Guangxi,People'sRepublicofChina,12.5,50
Karabuk,KarabukProvince,Turkey,21.42857143,25
Haikou,Hainan,People'sRepublicofChina,60,37.5
Argos,PeloponneseRegion,Greece,25,100
Sligo,Connacht,Ireland,75,50
Cienfuegos,CienfuegosProvince,Cuba,0,100
Townsville,Queensland,Australia,89.28571429,40.625
LuangPrabang,LuangPrabangProvince,Laos,32.14285714,83.33333333
Mikkeli,,Finland,100,16.66666667
PetahTikva,CentralDistrict,Israel,27.77777778,20.83333333
Alexandroupoli,,Greece,87.5,31.25
Abha,AsirProvince,SaudiArabia,93.75,18.75
Jekabpils,,Latvia,100,0
Kanazawa,IshikawaPrefecture,Japan,100,0
VilaNovadeGaia,Porto,Portugal,67.5,31.25
SaoJosedosCampos,SaoPaulo,Brazil,69,26.47058824
SantoAndre,SaoPaulo,Brazil,50,0
Ventimiglia,Liguria,Italy,50,25
Karvina,,CzechRepublic,30,50
MladaBoleslav,,CzechRepublic,70,50
Asenovgrad,Plovdivregion,Bulgaria,25,0
Sisak,Sisak-MoslavinaCounty,Croatia,37.5,50
Kotka,,Finland,100,0
Holon,TelAvivDistrict,Israel,32.14285714,25
Netanya,CentralDistrict,Israel,77.77777778,27.77777778
CiudaddelEste,AltoParanaDepartment,Paraguay,100,0
Northampton,England,UnitedKingdom,77.27272727,32.14285714
Vaslui,VasluiCounty,Romania,62.5,50
Champigny-sur-Marne,Ile-de-France,France,90,0
Aizawl,Mizoram,India,100,75
Londrina,Parana,Brazil,80,35
Boulder,Colorado,UnitedStatesofAmerica,85,47.91666667
Leskovac,JablanicaDistrict,Serbia,87.5,0
RamnicuValcea,ValceaCounty,Romania,87.5,31.25
RamatGan,TelAvivDistrict,Israel,32.5,29.16666667
Kardzhali,KardzhaliProvince,Bulgaria,40,50
Smolyan,SmolyanProvince,Bulgaria,100,50
Carlisle,England,UnitedKingdom,89.28571429,0
Havirov,,CzechRepublic,50,0
JuizdeFora,MinasGerais,Brazil,80,58.33333333
DuquedeCaxias,RiodeJaneiro,Brazil,12.5,50
Erd,PestCounty,Hungary,66.66666667,37.5
Kajaani,,Finland,100,50
Bulawayo,,Zimbabwe,67.85714286,71.42857143
Iquitos,Loreto,Peru,25,75
Porvoo,Uusimaa,Finland,100,0
Rybinsk,YaroslavlOblast,Russia,25,100
MiercureaCiuc,HarghitaCounty,Romania,90,0
Artvin,ArtvinProvince,Turkey,58.33333333,50
Armagh,NorthernIreland,UnitedKingdom,75,50
AngradoHeroismo,Azores,Portugal,100,0
Cheb,,CzechRepublic,87.5,50
SergiyevPosad,MoscowOblast,Russia,75,75
Oujda,Oriental,Morocco,75,50
Birjand,SouthKhorasanProvince,Iran,60,0
Drobeta-TurnuSeverin,MehedințiCounty,Romania,45,50
Rueil-Malmaison,Ile-de-France,France,58.33333333,25
Seraing,Wallonia,Belgium,75,50
Serpukhov,MoscowOblast,Russia,0,50
Nigde,NigdeProvince,Turkey,0,50
Irbid,IrbidGovernorate,Jordan,25,56.25
Canoas,RioGrandedoSul,Brazil,62.5,87.5
Uberlandia,MinasGerais,Brazil,87.5,37.5
MogidasCruzes,SaoPaulo,Brazil,90,20
SaoCarlos,SaoPaulo,Brazil,80,45
FeiradeSantana,Bahia,Brazil,62.5,62.5
Karakol,Issyk-KulRegion,Kyrgyzstan,25,50
Buckingham,England,UnitedKingdom,100,0
StaryOskol,BelgorodOblast,Russia,0,100
Zhangjiagang,Jiangsu,People'sRepublicofChina,15,100
Zhangjiajie,Hunan,People'sRepublicofChina,0,50
Zhangye,Gansu,People'sRepublicofChina,0,50
Zhaotong,Yunnan,People'sRepublicofChina,50,50
Zhaoyuan,Shandong,People'sRepublicofChina,0,50
Khimki,MoscowOblast,Russia,33.33333333,66.66666667
Zhoukou,Henan,People'sRepublicofChina,0,50
Zhuji,Zhejiang,People'sRepublicofChina,0,50
Zhumadian,Henan,People'sRepublicofChina,0,50
Zhuzhou,Hunan,People'sRepublicofChina,0,50
Zibo,Shandong,People'sRepublicofChina,0,50
Aktau,MangystauRegion,Kazakhstan,8.333333333,91.66666667
Dehradun,Uttarakhand,India,41.12903226,66.66666667
Agri,AgriProvince,Turkey,25,50
Guwahati,Assam,India,33.75,78.77358491
Canakkale,CanakkaleProvince,Turkey,80,37.5
Balikesir,BalikesirProvince,Turkey,35,50
Tacoma,Washington,UnitedStatesofAmerica,78.94736842,50
Karbala,KarbalaGovernorate,Iraq,12.5,87.5
Visakhapatnam,AndhraPradesh,India,40.40697674,69.62025316
Vijayawada,AndhraPradesh,India,30.11363636,58.75
Jodhpur,Rajasthan,India,27.77777778,65.625
Matsuyama,EhimePrefecture,Japan,75,25
Hamilton,WaikatoRegion,NewZealand,93.42105263,25
Latakia,LatakiaGovernorate,Syria,62.5,37.5
Volos,,Greece,50,55.55555556
Ajmer,Rajasthan,India,50,45.83333333
Jamshedpur,Jharkhand,India,46.32352941,55.38461538
Okayama,OkayamaPrefecture,Japan,25,0
Ludhiana,Punjab,India,17.85714286,68.18181818
Kitchener,Ontario,Canada,80.43478261,30.26315789
Nashik,Maharashtra,India,69.44444444,50
Meerut,UttarPradesh,India,27.65957447,75.65789474
Kochi,KochiPrefecture,Japan,100,50
Mathura,,India,53.125,66
Udaipur,Rajasthan,India,57.14285714,72.58064516
PovoadeVarzim,Porto,Portugal,75,50
Utsunomiya,TochigiPrefecture,Japan,100,75
Faridabad,Haryana,India,13.06818182,80.42168675
Slubice,LubuszVoivodeship,Poland,87.5,50
Aurangabad,Maharashtra,India,30.64516129,62
Bikaner,Rajasthan,India,61.9047619,54.16666667
Niksic,NiksicMunicipality,Montenegro,25,50
AguascalientesCity,Aguascalientes,Mexico,73.61111111,48.61111111
Jabalpur,MadhyaPradesh,India,42.85714286,68.10344828
Rethymno,,Greece,85,0
Swindon,England,UnitedKingdom,41.66666667,12.5
Bolu,BoluProvince,Turkey,75,37.5
Giresun,GiresunProvince,Turkey,37.5,50
Rize,RizeProvince,Turkey,65,25
Zrenjanin,,Serbia,46.875,96.875
Buzau,BuzauCounty,Romania,70,50
Sanok,PodkarpackieVoivodeship,Poland,62.5,50
Huddersfield,England,UnitedKingdom,58.33333333,0
Aligarh,UttarPradesh,India,50,0
Asansol,WestBengal,India,25.96153846,68.47826087
Hameenlinna,TavastiaProper,Finland,75,25
Aba,AbiaState,Nigeria,0,50
FozdoIguacu,Parana,Brazil,100,33.33333333
Giurgiu,GiurgiuCounty,Romania,50,50
TarguJiu,GorjCounty,Romania,37.5,50
SfantuGheorghe,CovasnaCounty,Romania,100,0
NoviPazar,RaskaDistrict,Serbia,75,0
Oldham,England,UnitedKingdom,100,0
Otsu,ShigaPrefecture,Japan,100,0
Kingston,Ontario,Canada,83.33333333,29.54545455
Perth,Scotland,UnitedKingdom,41.66666667,58.33333333
Whistler,BritishColumbia,Canada,100,50
Kandy,CentralProvince,SriLanka,28.125,43.42105263
Napier,,NewZealand,90.38461538,50
Mazeikiai,,Lithuania,62.5,50
Luton,England,UnitedKingdom,77.5,41.66666667
Visaginas,,Lithuania,87.5,12.5
Southend-on-Sea,England,UnitedKingdom,61.11111111,65
MiltonKeynes,England,UnitedKingdom,86.84210526,16.66666667
Toyama,ToyamaPrefecture,Japan,100,0
SanLuisPotosi,SanLuisPotosi,Mexico,48.21428571,59.61538462
Kouvola,,Finland,100,0
Bihac,FederationofBosniaandHerzegovina,BosniaandHerzegovina,100,0
Sabac,MacvaDistrict,Serbia,25,83.33333333
Modesto,California,UnitedStatesofAmerica,46.66666667,54.54545455
Hereford,England,UnitedKingdom,75,8.333333333
Deva,HunedoaraCounty,Romania,81.25,31.25
Dundalk,Leinster,Ireland,81.25,31.25
Pancevo,,Serbia,10.71428571,53.57142857
Granada,GranadaDepartment,Nicaragua,25,25
Cascavel,Parana,Brazil,100,37.5
Howrah,WestBengal,India,50,75
Corfu,,Greece,88.63636364,25
Aspen,Colorado,UnitedStatesofAmerica,75,50
Qiqihar,Heilongjiang,People'sRepublicofChina,12.5,50
Yalova,YalovaProvince,Turkey,46.875,43.75
Kraljevo,RaskaDistrict,Serbia,37.5,37.5
Nelson,NelsonRegion,NewZealand,83.33333333,29.16666667
Kyrenia,,Cyprus,75,50
Ajka,VeszpremCounty,Hungary,75,50
Nevsehir,NevsehirProvince,Turkey,50,0
Duzce,DuzceProvince,Turkey,0,50
Kirikkale,KirikkaleProvince,Turkey,4.166666667,50
Hakkari,HakkariProvince,Turkey,0,50
Corum,CorumProvince,Turkey,12.5,50
Kirklareli,KirklareliProvince,Turkey,32.14285714,0
Kastoria,WestMacedoniaRegion,Greece,100,0
Cheltenham,England,UnitedKingdom,75,0
Slatina,OltCounty,Romania,58.33333333,25
Ghaziabad,UttarPradesh,India,12.90322581,80
