Region,Country,State,City,Month,Day,Year,AvgTemperature,
Europe,United Kingdom,,Belfast,4,15,2001,46.9,0
Europe,United Kingdom,,Belfast,4,16,2001,43.9,0
Europe,United Kingdom,,Belfast,4,17,2001,46.9,0
Europe,United Kingdom,,Belfast,4,18,2001,40.4,0
Europe,United Kingdom,,Belfast,4,19,2001,43.4,0
Europe,United Kingdom,,Belfast,4,20,2001,46,0
Europe,United Kingdom,,Belfast,4,21,2001,45.1,0
Europe,United Kingdom,,Belfast,4,22,2001,44.4,0
Europe,United Kingdom,,Belfast,4,23,2001,45.4,0
Europe,United Kingdom,,Belfast,4,24,2001,46.4,0
Europe,United Kingdom,,Belfast,4,25,2001,45.3,0
Europe,United Kingdom,,Belfast,4,26,2001,49.2,0
Europe,United Kingdom,,Belfast,4,27,2001,46.5,0
Europe,United Kingdom,,Belfast,4,28,2001,43.8,0
Europe,United Kingdom,,Belfast,4,29,2001,44.9,0
Europe,United Kingdom,,Belfast,4,30,2001,49.3,0
Europe,United Kingdom,,Belfast,5,1,2001,51,1
Europe,United Kingdom,,Belfast,5,2,2001,56,0
Europe,United Kingdom,,Belfast,5,3,2001,48.9,0
Europe,United Kingdom,,Belfast,5,4,2001,49.9,0
Europe,United Kingdom,,Belfast,5,5,2001,50.9,0
Europe,United Kingdom,,Belfast,5,6,2001,53.1,0
Europe,United Kingdom,,Belfast,5,7,2001,53.4,0
Europe,United Kingdom,,Belfast,5,8,2001,53.6,0
Europe,United Kingdom,,Belfast,5,9,2001,51.5,0
Europe,United Kingdom,,Belfast,5,10,2001,56,0
Europe,United Kingdom,,Belfast,5,11,2001,54.9,0
Europe,United Kingdom,,Belfast,5,12,2001,62.4,0
Europe,United Kingdom,,Belfast,5,13,2001,63.9,0
Europe,United Kingdom,,Belfast,5,14,2001,51.8,0
Europe,United Kingdom,,Belfast,5,15,2001,47.6,0
Europe,United Kingdom,,Belfast,5,16,2001,47.4,0
Europe,United Kingdom,,Belfast,5,17,2001,48.7,0
Europe,United Kingdom,,Belfast,5,18,2001,52,0
Europe,United Kingdom,,Belfast,5,19,2001,53.7,0
Europe,United Kingdom,,Belfast,5,20,2001,56.5,0
Europe,United Kingdom,,Belfast,5,21,2001,60.5,0
Europe,United Kingdom,,Belfast,5,22,2001,61.5,0
Europe,United Kingdom,,Belfast,5,23,2001,63.7,0
Europe,United Kingdom,,Belfast,5,24,2001,62.9,0
Europe,United Kingdom,,Belfast,5,25,2001,55.6,0
Europe,United Kingdom,,Belfast,5,26,2001,57.9,0
Europe,United Kingdom,,Belfast,5,27,2001,63,0
Europe,United Kingdom,,Belfast,5,28,2001,60.1,0
Europe,United Kingdom,,Belfast,5,29,2001,58.4,0
Europe,United Kingdom,,Belfast,5,30,2001,55.3,0
Europe,United Kingdom,,Belfast,5,31,2001,54,0
Europe,United Kingdom,,Belfast,6,1,2001,56,1
Europe,United Kingdom,,Belfast,6,2,2001,52.9,0
Europe,United Kingdom,,Belfast,6,3,2001,53.8,0
Europe,United Kingdom,,Belfast,6,4,2001,54.4,0
Europe,United Kingdom,,Belfast,6,5,2001,52.5,0
Europe,United Kingdom,,Belfast,6,6,2001,49.6,0
Europe,United Kingdom,,Belfast,6,7,2001,49.6,0
Europe,United Kingdom,,Belfast,6,8,2001,50,0
Europe,United Kingdom,,Belfast,6,9,2001,52.6,0
Europe,United Kingdom,,Belfast,6,10,2001,55.9,0
Europe,United Kingdom,,Belfast,6,11,2001,55.4,0
Europe,United Kingdom,,Belfast,6,12,2001,54.2,0
Europe,United Kingdom,,Belfast,6,13,2001,54.8,0
Europe,United Kingdom,,Belfast,6,14,2001,56.3,0
Europe,United Kingdom,,Belfast,6,15,2001,54.7,0
Europe,United Kingdom,,Belfast,6,16,2001,51.1,0
Europe,United Kingdom,,Belfast,6,17,2001,55,0
Europe,United Kingdom,,Belfast,6,18,2001,55.6,0
Europe,United Kingdom,,Belfast,6,19,2001,62.4,0
Europe,United Kingdom,,Belfast,6,20,2001,56,0
Europe,United Kingdom,,Belfast,6,21,2001,53.6,0
Europe,United Kingdom,,Belfast,6,22,2001,55.3,0
Europe,United Kingdom,,Belfast,6,23,2001,61.4,0
Europe,United Kingdom,,Belfast,6,24,2001,64,0
Europe,United Kingdom,,Belfast,6,25,2001,62.1,0
Europe,United Kingdom,,Belfast,6,26,2001,57.9,0
Europe,United Kingdom,,Belfast,6,27,2001,60.3,0
Europe,United Kingdom,,Belfast,6,28,2001,59.5,0
Europe,United Kingdom,,Belfast,6,29,2001,62.3,0
Europe,United Kingdom,,Belfast,6,30,2001,61.2,0
Europe,United Kingdom,,Belfast,7,1,2001,65.8,1
Europe,United Kingdom,,Belfast,7,2,2001,66.3,0
Europe,United Kingdom,,Belfast,7,3,2001,60.8,0
Europe,United Kingdom,,Belfast,7,4,2001,63.4,0
Europe,United Kingdom,,Belfast,7,5,2001,61.8,0
Europe,United Kingdom,,Belfast,7,6,2001,63.3,0
Europe,United Kingdom,,Belfast,7,7,2001,56.7,0
Europe,United Kingdom,,Belfast,7,8,2001,58.6,0
Europe,United Kingdom,,Belfast,7,9,2001,57,0
Europe,United Kingdom,,Belfast,7,10,2001,55.9,0
Europe,United Kingdom,,Belfast,7,11,2001,56.7,0
Europe,United Kingdom,,Belfast,7,12,2001,57.9,0
Europe,United Kingdom,,Belfast,7,13,2001,55.3,0
Europe,United Kingdom,,Belfast,7,14,2001,52.8,0
Europe,United Kingdom,,Belfast,7,15,2001,56.8,0
Europe,United Kingdom,,Belfast,7,16,2001,58.4,0
Europe,United Kingdom,,Belfast,7,17,2001,59.2,0
Europe,United Kingdom,,Belfast,7,18,2001,59.5,0
Europe,United Kingdom,,Belfast,7,19,2001,57.6,0
Europe,United Kingdom,,Belfast,7,20,2001,53.4,0
Europe,United Kingdom,,Belfast,7,21,2001,59.8,0
Europe,United Kingdom,,Belfast,7,22,2001,62.8,0
Europe,United Kingdom,,Belfast,7,23,2001,59.3,0
Europe,United Kingdom,,Belfast,7,24,2001,58.5,0
Europe,United Kingdom,,Belfast,7,25,2001,59.5,0
Europe,United Kingdom,,Belfast,7,26,2001,64.6,0
Europe,United Kingdom,,Belfast,7,27,2001,61.4,0
Europe,United Kingdom,,Belfast,7,28,2001,67.6,0
Europe,United Kingdom,,Belfast,7,29,2001,66.2,0
Europe,United Kingdom,,Belfast,7,30,2001,60.1,0
Europe,United Kingdom,,Belfast,7,31,2001,59.1,0
Europe,United Kingdom,,Belfast,8,1,2001,63.5,1
Europe,United Kingdom,,Belfast,8,2,2001,62.3,0
Europe,United Kingdom,,Belfast,8,3,2001,59.2,0
Europe,United Kingdom,,Belfast,8,4,2001,56.5,0
Europe,United Kingdom,,Belfast,8,5,2001,58.3,0
Europe,United Kingdom,,Belfast,8,6,2001,55.9,0
Europe,United Kingdom,,Belfast,8,7,2001,57.4,0
Europe,United Kingdom,,Belfast,8,8,2001,58.8,0
Europe,United Kingdom,,Belfast,8,9,2001,58,0
Europe,United Kingdom,,Belfast,8,10,2001,58.6,0
Europe,United Kingdom,,Belfast,8,11,2001,62.2,0
Europe,United Kingdom,,Belfast,8,12,2001,60.5,0
Europe,United Kingdom,,Belfast,8,13,2001,67.7,0
Europe,United Kingdom,,Belfast,8,14,2001,65,0
Europe,United Kingdom,,Belfast,8,15,2001,60.8,0
Europe,United Kingdom,,Belfast,8,16,2001,59.3,0
Europe,United Kingdom,,Belfast,8,17,2001,58.8,0
Europe,United Kingdom,,Belfast,8,18,2001,59.9,0
Europe,United Kingdom,,Belfast,8,19,2001,59.4,0
Europe,United Kingdom,,Belfast,8,20,2001,59.5,0
Europe,United Kingdom,,Belfast,8,21,2001,60.4,0
Europe,United Kingdom,,Belfast,8,22,2001,59.9,0
Europe,United Kingdom,,Belfast,8,23,2001,62.1,0
Europe,United Kingdom,,Belfast,8,24,2001,59.8,0
Europe,United Kingdom,,Belfast,8,25,2001,60.2,0
Europe,United Kingdom,,Belfast,8,26,2001,58.7,0
Europe,United Kingdom,,Belfast,8,27,2001,57.6,0
Europe,United Kingdom,,Belfast,8,28,2001,60.2,0
Europe,United Kingdom,,Belfast,8,29,2001,60.3,0
Europe,United Kingdom,,Belfast,8,30,2001,58.5,0
Europe,United Kingdom,,Belfast,8,31,2001,57.8,0
Europe,United Kingdom,,Belfast,9,1,2001,59.2,1
Europe,United Kingdom,,Belfast,9,2,2001,58.3,0
Europe,United Kingdom,,Belfast,9,3,2001,57.4,0
Europe,United Kingdom,,Belfast,9,4,2001,57.3,0
Europe,United Kingdom,,Belfast,9,5,2001,59.7,0
Europe,United Kingdom,,Belfast,9,6,2001,58.7,0
Europe,United Kingdom,,Belfast,9,7,2001,60,0
Europe,United Kingdom,,Belfast,9,8,2001,54.4,0
Europe,United Kingdom,,Belfast,9,9,2001,54.2,0
Europe,United Kingdom,,Belfast,9,10,2001,56.2,0
Europe,United Kingdom,,Belfast,9,11,2001,60.3,0
Europe,United Kingdom,,Belfast,9,12,2001,55.5,0
Europe,United Kingdom,,Belfast,9,13,2001,53.6,0
Europe,United Kingdom,,Belfast,9,14,2001,53.6,0
Europe,United Kingdom,,Belfast,9,15,2001,52.9,0
Europe,United Kingdom,,Belfast,9,16,2001,54.6,0
Europe,United Kingdom,,Belfast,9,17,2001,52.1,0
Europe,United Kingdom,,Belfast,9,18,2001,51.2,0
Europe,United Kingdom,,Belfast,9,19,2001,57.2,0
Europe,United Kingdom,,Belfast,9,20,2001,56.6,0
Europe,United Kingdom,,Belfast,9,21,2001,52.8,0
Europe,United Kingdom,,Belfast,9,22,2001,54.7,0
Europe,United Kingdom,,Belfast,9,23,2001,52.6,0
Europe,United Kingdom,,Belfast,9,24,2001,56.1,0
Europe,United Kingdom,,Belfast,9,25,2001,53.8,0
Europe,United Kingdom,,Belfast,9,26,2001,54.4,0
Europe,United Kingdom,,Belfast,9,27,2001,57.2,0
Europe,United Kingdom,,Belfast,9,28,2001,59.8,0
Europe,United Kingdom,,Belfast,9,29,2001,59.8,0
Europe,United Kingdom,,Belfast,9,30,2001,59,0
Europe,United Kingdom,,Belfast,10,1,2001,56.3,1
Europe,United Kingdom,,Belfast,10,2,2001,56.5,0
Europe,United Kingdom,,Belfast,10,3,2001,54.8,0
Europe,United Kingdom,,Belfast,10,4,2001,55.3,0
Europe,United Kingdom,,Belfast,10,5,2001,58,0
Europe,United Kingdom,,Belfast,10,6,2001,56.2,0
Europe,United Kingdom,,Belfast,10,7,2001,53.7,0
Europe,United Kingdom,,Belfast,10,8,2001,53,0
Europe,United Kingdom,,Belfast,10,9,2001,55,0
Europe,United Kingdom,,Belfast,10,10,2001,55.8,0
Europe,United Kingdom,,Belfast,10,11,2001,62.2,0
Europe,United Kingdom,,Belfast,10,12,2001,59.8,0
Europe,United Kingdom,,Belfast,10,13,2001,55.7,0
Europe,United Kingdom,,Belfast,10,14,2001,55.8,0
Europe,United Kingdom,,Belfast,10,15,2001,52.4,0
Europe,United Kingdom,,Belfast,10,16,2001,55.9,0
Europe,United Kingdom,,Belfast,10,17,2001,57.7,0
Europe,United Kingdom,,Belfast,10,18,2001,56.9,0
Europe,United Kingdom,,Belfast,10,19,2001,54.6,0
Europe,United Kingdom,,Belfast,10,20,2001,51,0
Europe,United Kingdom,,Belfast,10,21,2001,48.2,0
Europe,United Kingdom,,Belfast,10,22,2001,51.1,0
Europe,United Kingdom,,Belfast,10,23,2001,55.3,0
Europe,United Kingdom,,Belfast,10,24,2001,54,0
Europe,United Kingdom,,Belfast,10,25,2001,55.5,0
Europe,United Kingdom,,Belfast,10,26,2001,50.9,0
Europe,United Kingdom,,Belfast,10,27,2001,49.6,0
Europe,United Kingdom,,Belfast,10,28,2001,49.9,0
Europe,United Kingdom,,Belfast,10,29,2001,53.8,0
Europe,United Kingdom,,Belfast,10,30,2001,55.3,0
Europe,United Kingdom,,Belfast,10,31,2001,47.6,0
Europe,United Kingdom,,Belfast,11,1,2001,49.4,1
Europe,United Kingdom,,Belfast,11,2,2001,52.2,0
Europe,United Kingdom,,Belfast,11,3,2001,49.4,0
Europe,United Kingdom,,Belfast,11,4,2001,47,0
Europe,United Kingdom,,Belfast,11,5,2001,48,0
Europe,United Kingdom,,Belfast,11,6,2001,48.7,0
Europe,United Kingdom,,Belfast,11,7,2001,48.9,0
Europe,United Kingdom,,Belfast,11,8,2001,38.4,0
Europe,United Kingdom,,Belfast,11,9,2001,40.5,0
Europe,United Kingdom,,Belfast,11,10,2001,51.2,0
Europe,United Kingdom,,Belfast,11,11,2001,52.2,0
Europe,United Kingdom,,Belfast,11,12,2001,49.5,0
Europe,United Kingdom,,Belfast,11,13,2001,41.2,0
Europe,United Kingdom,,Belfast,11,14,2001,47.7,0
Europe,United Kingdom,,Belfast,11,15,2001,48.9,0
Europe,United Kingdom,,Belfast,11,16,2001,49.3,0
Europe,United Kingdom,,Belfast,11,17,2001,45.9,0
Europe,United Kingdom,,Belfast,11,18,2001,45.3,0
Europe,United Kingdom,,Belfast,11,19,2001,45,0
Europe,United Kingdom,,Belfast,11,20,2001,49,0
Europe,United Kingdom,,Belfast,11,21,2001,51.5,0
Europe,United Kingdom,,Belfast,11,22,2001,43.6,0
Europe,United Kingdom,,Belfast,11,23,2001,44.4,0
Europe,United Kingdom,,Belfast,11,24,2001,54.7,0
Europe,United Kingdom,,Belfast,11,25,2001,42.7,0
Europe,United Kingdom,,Belfast,11,26,2001,39.1,0
Europe,United Kingdom,,Belfast,11,27,2001,41.6,0
Europe,United Kingdom,,Belfast,11,28,2001,46.3,0
Europe,United Kingdom,,Belfast,11,29,2001,49.3,0
Europe,United Kingdom,,Belfast,11,30,2001,55.7,0
Europe,United Kingdom,,Belfast,12,1,2001,40.8,1
Europe,United Kingdom,,Belfast,12,2,2001,45.1,0
Europe,United Kingdom,,Belfast,12,3,2001,49.2,0
Europe,United Kingdom,,Belfast,12,4,2001,42.5,0
Europe,United Kingdom,,Belfast,12,5,2001,42.4,0
Europe,United Kingdom,,Belfast,12,6,2001,42.6,0
Europe,United Kingdom,,Belfast,12,7,2001,53.1,0
Europe,United Kingdom,,Belfast,12,8,2001,48.1,0
Europe,United Kingdom,,Belfast,12,9,2001,41.8,0
Europe,United Kingdom,,Belfast,12,10,2001,40.2,0
Europe,United Kingdom,,Belfast,12,11,2001,39.1,0
Europe,United Kingdom,,Belfast,12,12,2001,41.2,0
Europe,United Kingdom,,Belfast,12,13,2001,42.2,0
Europe,United Kingdom,,Belfast,12,14,2001,40.4,0
Europe,United Kingdom,,Belfast,12,15,2001,41.1,0
Europe,United Kingdom,,Belfast,12,16,2001,43.2,0
Europe,United Kingdom,,Belfast,12,17,2001,41.8,0
Europe,United Kingdom,,Belfast,12,18,2001,41.2,0
Europe,United Kingdom,,Belfast,12,19,2001,42.3,0
Europe,United Kingdom,,Belfast,12,20,2001,36.3,0
Europe,United Kingdom,,Belfast,12,21,2001,42.9,0
Europe,United Kingdom,,Belfast,12,22,2001,35.8,0
Europe,United Kingdom,,Belfast,12,23,2001,40,0
Europe,United Kingdom,,Belfast,12,24,2001,46.4,0
Europe,United Kingdom,,Belfast,12,25,2001,-99,0
Europe,United Kingdom,,Belfast,12,26,2001,33.9,0
Europe,United Kingdom,,Belfast,12,27,2001,45.9,0
Europe,United Kingdom,,Belfast,12,28,2001,36.4,0
Europe,United Kingdom,,Belfast,12,29,2001,32.5,0
Europe,United Kingdom,,Belfast,12,30,2001,34.3,0
Europe,United Kingdom,,Belfast,12,31,2001,29.6,0
Europe,United Kingdom,,Belfast,1,1,2002,31.6,1
Europe,United Kingdom,,Belfast,1,2,2002,39.5,0
Europe,United Kingdom,,Belfast,1,3,2002,40.2,0
Europe,United Kingdom,,Belfast,1,4,2002,42.3,0
Europe,United Kingdom,,Belfast,1,5,2002,41.2,0
Europe,United Kingdom,,Belfast,1,6,2002,45,0
Europe,United Kingdom,,Belfast,1,7,2002,46.4,0
Europe,United Kingdom,,Belfast,1,8,2002,45.4,0
Europe,United Kingdom,,Belfast,1,9,2002,40.7,0
Europe,United Kingdom,,Belfast,1,10,2002,40.1,0
Europe,United Kingdom,,Belfast,1,11,2002,45.5,0
Europe,United Kingdom,,Belfast,1,12,2002,48,0
Europe,United Kingdom,,Belfast,1,13,2002,49.7,0
Europe,United Kingdom,,Belfast,1,14,2002,48.6,0
Europe,United Kingdom,,Belfast,1,15,2002,39.7,0
Europe,United Kingdom,,Belfast,1,16,2002,46.9,0
Europe,United Kingdom,,Belfast,1,17,2002,42.1,0
Europe,United Kingdom,,Belfast,1,18,2002,43.3,0
Europe,United Kingdom,,Belfast,1,19,2002,41.2,0
Europe,United Kingdom,,Belfast,1,20,2002,48.9,0
Europe,United Kingdom,,Belfast,1,21,2002,51.4,0
Europe,United Kingdom,,Belfast,1,22,2002,42.2,0
Europe,United Kingdom,,Belfast,1,23,2002,47,0
Europe,United Kingdom,,Belfast,1,24,2002,39.8,0
Europe,United Kingdom,,Belfast,1,25,2002,45.4,0
Europe,United Kingdom,,Belfast,1,26,2002,45.8,0
Europe,United Kingdom,,Belfast,1,27,2002,46.4,0
Europe,United Kingdom,,Belfast,1,28,2002,46.8,0
Europe,United Kingdom,,Belfast,1,29,2002,47.9,0
Europe,United Kingdom,,Belfast,1,30,2002,46.7,0
Europe,United Kingdom,,Belfast,1,31,2002,44.4,1
Europe,United Kingdom,,Belfast,2,1,2002,48,0
Europe,United Kingdom,,Belfast,2,2,2002,45.9,0
Europe,United Kingdom,,Belfast,2,3,2002,37.5,0
Europe,United Kingdom,,Belfast,2,4,2002,43.4,0
Europe,United Kingdom,,Belfast,2,5,2002,42,0
Europe,United Kingdom,,Belfast,2,6,2002,41.3,0
Europe,United Kingdom,,Belfast,2,7,2002,48.8,0
Europe,United Kingdom,,Belfast,2,8,2002,50.2,0
Europe,United Kingdom,,Belfast,2,9,2002,42.2,0
Europe,United Kingdom,,Belfast,2,10,2002,46.9,0
Europe,United Kingdom,,Belfast,2,11,2002,48.2,0
Europe,United Kingdom,,Belfast,2,12,2002,45.8,0
Europe,United Kingdom,,Belfast,2,13,2002,41.9,0
Europe,United Kingdom,,Belfast,2,14,2002,38.4,0
Europe,United Kingdom,,Belfast,2,15,2002,46.7,0
Europe,United Kingdom,,Belfast,2,16,2002,46.5,0
Europe,United Kingdom,,Belfast,2,17,2002,43,0
Europe,United Kingdom,,Belfast,2,18,2002,42.9,0
Europe,United Kingdom,,Belfast,2,19,2002,47,0
Europe,United Kingdom,,Belfast,2,20,2002,42.5,0
Europe,United Kingdom,,Belfast,2,21,2002,44.8,0
Europe,United Kingdom,,Belfast,2,22,2002,38.5,0
Europe,United Kingdom,,Belfast,2,23,2002,36.8,0
Europe,United Kingdom,,Belfast,2,24,2002,38.8,0
Europe,United Kingdom,,Belfast,2,25,2002,48.1,0
Europe,United Kingdom,,Belfast,2,26,2002,41,0
Europe,United Kingdom,,Belfast,2,27,2002,37.5,0
Europe,United Kingdom,,Belfast,2,28,2002,38.6,0
Europe,United Kingdom,,Belfast,3,1,2002,39.6,1
Europe,United Kingdom,,Belfast,3,2,2002,44.2,0
Europe,United Kingdom,,Belfast,3,3,2002,48.1,0
Europe,United Kingdom,,Belfast,3,4,2002,46,0
Europe,United Kingdom,,Belfast,3,5,2002,44.4,0
Europe,United Kingdom,,Belfast,3,6,2002,51.5,0
Europe,United Kingdom,,Belfast,3,7,2002,47.5,0
Europe,United Kingdom,,Belfast,3,8,2002,47.4,0
Europe,United Kingdom,,Belfast,3,9,2002,38.2,0
Europe,United Kingdom,,Belfast,3,10,2002,43.5,0
Europe,United Kingdom,,Belfast,3,11,2002,42.9,0
Europe,United Kingdom,,Belfast,3,12,2002,42.5,0
Europe,United Kingdom,,Belfast,3,13,2002,39.5,0
Europe,United Kingdom,,Belfast,3,14,2002,40.8,0
Europe,United Kingdom,,Belfast,3,15,2002,40.2,0
Europe,United Kingdom,,Belfast,3,16,2002,48.2,0
Europe,United Kingdom,,Belfast,3,17,2002,47.5,0
Europe,United Kingdom,,Belfast,3,18,2002,47,0
Europe,United Kingdom,,Belfast,3,19,2002,45.8,0
Europe,United Kingdom,,Belfast,3,20,2002,47.4,0
Europe,United Kingdom,,Belfast,3,21,2002,51,0
Europe,United Kingdom,,Belfast,3,22,2002,51.1,0
Europe,United Kingdom,,Belfast,3,23,2002,48.1,0
Europe,United Kingdom,,Belfast,3,24,2002,48.3,0
Europe,United Kingdom,,Belfast,3,25,2002,46.3,0
Europe,United Kingdom,,Belfast,3,26,2002,42.5,0
Europe,United Kingdom,,Belfast,3,27,2002,47.2,0
Europe,United Kingdom,,Belfast,3,28,2002,47.3,0
Europe,United Kingdom,,Belfast,3,29,2002,45.8,0
Europe,United Kingdom,,Belfast,3,30,2002,47.4,0
Europe,United Kingdom,,Belfast,3,31,2002,53.5,0
Europe,United Kingdom,,Belfast,4,1,2002,47.5,1
Europe,United Kingdom,,Belfast,4,2,2002,47.3,0
Europe,United Kingdom,,Belfast,4,3,2002,50.2,0
Europe,United Kingdom,,Belfast,4,4,2002,46.1,0
Europe,United Kingdom,,Belfast,4,5,2002,49,0
Europe,United Kingdom,,Belfast,4,6,2002,47.2,0
Europe,United Kingdom,,Belfast,4,7,2002,48.6,0
Europe,United Kingdom,,Belfast,4,8,2002,46.1,0
Europe,United Kingdom,,Belfast,4,9,2002,48.9,0
Europe,United Kingdom,,Belfast,4,10,2002,48.3,0
Europe,United Kingdom,,Belfast,4,11,2002,45.5,0
Europe,United Kingdom,,Belfast,4,12,2002,45.6,0
Europe,United Kingdom,,Belfast,4,13,2002,44.6,0
Europe,United Kingdom,,Belfast,4,14,2002,47.1,0
Europe,United Kingdom,,Belfast,4,15,2002,45.5,0
Europe,United Kingdom,,Belfast,4,16,2002,48.4,0
Europe,United Kingdom,,Belfast,4,17,2002,47.6,0
Europe,United Kingdom,,Belfast,4,18,2002,46.6,0
Europe,United Kingdom,,Belfast,4,19,2002,49,0
Europe,United Kingdom,,Belfast,4,20,2002,49.8,0
Europe,United Kingdom,,Belfast,4,21,2002,54.1,0
Europe,United Kingdom,,Belfast,4,22,2002,54.5,0
Europe,United Kingdom,,Belfast,4,23,2002,58.5,0
Europe,United Kingdom,,Belfast,4,24,2002,54,0
Europe,United Kingdom,,Belfast,4,25,2002,50,0
Europe,United Kingdom,,Belfast,4,26,2002,46.6,0
Europe,United Kingdom,,Belfast,4,27,2002,46,0
Europe,United Kingdom,,Belfast,4,28,2002,42.8,0
Europe,United Kingdom,,Belfast,4,29,2002,45.6,0
Europe,United Kingdom,,Belfast,4,30,2002,47,0
Europe,United Kingdom,,Belfast,5,1,2002,46.6,1
Europe,United Kingdom,,Belfast,5,2,2002,48.5,0
Europe,United Kingdom,,Belfast,5,3,2002,48.2,0
Europe,United Kingdom,,Belfast,5,4,2002,50.1,0
Europe,United Kingdom,,Belfast,5,5,2002,56.9,0
Europe,United Kingdom,,Belfast,5,6,2002,51.4,0
Europe,United Kingdom,,Belfast,5,7,2002,53.4,0
Europe,United Kingdom,,Belfast,5,8,2002,51.2,0
Europe,United Kingdom,,Belfast,5,9,2002,50.3,0
Europe,United Kingdom,,Belfast,5,10,2002,53.5,0
Europe,United Kingdom,,Belfast,5,11,2002,51.1,0
Europe,United Kingdom,,Belfast,5,12,2002,50.4,0
Europe,United Kingdom,,Belfast,5,13,2002,51.2,0
Europe,United Kingdom,,Belfast,5,14,2002,52.8,0
Europe,United Kingdom,,Belfast,5,15,2002,56.6,0
Europe,United Kingdom,,Belfast,5,16,2002,59.6,0
Europe,United Kingdom,,Belfast,5,17,2002,58.5,0
Europe,United Kingdom,,Belfast,5,18,2002,50.7,0
Europe,United Kingdom,,Belfast,5,19,2002,54.8,0
Europe,United Kingdom,,Belfast,5,20,2002,53.3,0
Europe,United Kingdom,,Belfast,5,21,2002,50.6,0
Europe,United Kingdom,,Belfast,5,22,2002,52.3,0
Europe,United Kingdom,,Belfast,5,23,2002,54,0
Europe,United Kingdom,,Belfast,5,24,2002,51,0
Europe,United Kingdom,,Belfast,5,25,2002,52.2,0
Europe,United Kingdom,,Belfast,5,26,2002,53.4,0
Europe,United Kingdom,,Belfast,5,27,2002,53.2,0
Europe,United Kingdom,,Belfast,5,28,2002,51.3,0
Europe,United Kingdom,,Belfast,5,29,2002,52.4,0
Europe,United Kingdom,,Belfast,5,30,2002,50.4,0
Europe,United Kingdom,,Belfast,5,31,2002,53.8,0
Europe,United Kingdom,,Belfast,6,1,2002,56.7,1
Europe,United Kingdom,,Belfast,6,2,2002,56.5,0
Europe,United Kingdom,,Belfast,6,3,2002,52.9,0
Europe,United Kingdom,,Belfast,6,4,2002,50.2,0
Europe,United Kingdom,,Belfast,6,5,2002,55,0
Europe,United Kingdom,,Belfast,6,6,2002,62.4,0
Europe,United Kingdom,,Belfast,6,7,2002,59,0
Europe,United Kingdom,,Belfast,6,8,2002,57.4,0
Europe,United Kingdom,,Belfast,6,9,2002,54.8,0
Europe,United Kingdom,,Belfast,6,10,2002,52.3,0
Europe,United Kingdom,,Belfast,6,11,2002,53.1,0
Europe,United Kingdom,,Belfast,6,12,2002,51.7,0
Europe,United Kingdom,,Belfast,6,13,2002,54.8,0
Europe,United Kingdom,,Belfast,6,14,2002,58.7,0
Europe,United Kingdom,,Belfast,6,15,2002,58.2,0
Europe,United Kingdom,,Belfast,6,16,2002,56.4,0
Europe,United Kingdom,,Belfast,6,17,2002,61.8,0
Europe,United Kingdom,,Belfast,6,18,2002,-99,0
Europe,United Kingdom,,Belfast,6,19,2002,-99,0
Europe,United Kingdom,,Belfast,6,20,2002,-99,0
Europe,United Kingdom,,Belfast,6,21,2002,-99,0
Europe,United Kingdom,,Belfast,6,22,2002,55.5,0
Europe,United Kingdom,,Belfast,6,23,2002,57.8,0
Europe,United Kingdom,,Belfast,6,24,2002,56.7,0
Europe,United Kingdom,,Belfast,6,25,2002,58.3,0
Europe,United Kingdom,,Belfast,6,26,2002,56.4,0
Europe,United Kingdom,,Belfast,6,27,2002,55,0
Europe,United Kingdom,,Belfast,6,28,2002,55.3,0
Europe,United Kingdom,,Belfast,6,29,2002,57.2,0
Europe,United Kingdom,,Belfast,6,30,2002,53.2,0
Europe,United Kingdom,,Belfast,7,1,2002,51.9,1
Europe,United Kingdom,,Belfast,7,2,2002,54.3,0
Europe,United Kingdom,,Belfast,7,3,2002,57.1,0
Europe,United Kingdom,,Belfast,7,4,2002,53.8,0
Europe,United Kingdom,,Belfast,7,5,2002,57.2,0
Europe,United Kingdom,,Belfast,7,6,2002,56.7,0
Europe,United Kingdom,,Belfast,7,7,2002,54.7,0
Europe,United Kingdom,,Belfast,7,8,2002,56.8,0
Europe,United Kingdom,,Belfast,7,9,2002,55.1,0
Europe,United Kingdom,,Belfast,7,10,2002,56.1,0
Europe,United Kingdom,,Belfast,7,11,2002,55.3,0
Europe,United Kingdom,,Belfast,7,12,2002,55,0
Europe,United Kingdom,,Belfast,7,13,2002,58,0
Europe,United Kingdom,,Belfast,7,14,2002,61.9,0
Europe,United Kingdom,,Belfast,7,15,2002,62.3,0
Europe,United Kingdom,,Belfast,7,16,2002,56.5,0
Europe,United Kingdom,,Belfast,7,17,2002,57.5,0
Europe,United Kingdom,,Belfast,7,18,2002,58.6,0
Europe,United Kingdom,,Belfast,7,19,2002,52.7,0
Europe,United Kingdom,,Belfast,7,20,2002,56.9,0
Europe,United Kingdom,,Belfast,7,21,2002,60.2,0
Europe,United Kingdom,,Belfast,7,22,2002,60.6,0
Europe,United Kingdom,,Belfast,7,23,2002,59.6,0
Europe,United Kingdom,,Belfast,7,24,2002,57.1,0
Europe,United Kingdom,,Belfast,7,25,2002,63.6,0
Europe,United Kingdom,,Belfast,7,26,2002,60.5,0
Europe,United Kingdom,,Belfast,7,27,2002,64.5,0
